number,trial_code,form_id,surveyor_name,entreprenuer_strata,demo_location,demo_location_other,trial_name,bizops_name,bizops_product,demo_nationality,demo_nationality_other,demo_gender,demo_age,demo_educlevel,demo_educlevel_level,demo_incomeearner_only,demo_incomeearner_count,demo_primaryincome,demo_primaryincome_other,demo_primaryincome_UNHCR,demo_primaryincome_own_biz,demo_primaryincome_no_stable,demo_primaryincome_no_stable_looking,demo_primaryincome_part_time,demo_primaryincome_full_time,demo_primaryincome_other_biz,demo_primaryincome_extra,demo_primaryincome_write,bizops_sector,bizops_sector_biz,bizops_sector_other,bizops_elec_computer,bizops_elec_smart_phone,bizops_elec_feature_phone,bizops_elec_tablet,bizops_elec_none,bizops_elec_extra,bizops_firstsale_date,bizops_firstsale_today,bizops_operation_period,bizops_age_range,bizops_register_kra,employees_count_fulltime,employees__fulltime_worktime_week,employees_count_parttime,employees__parttime_worktime_week,employees_count_casual,employees_count_temp,employees_temp_reason,employees_count_total,employees_fulltime_age_range_0_17,employees_fulltime_age_range_18_30,employees_fulltime_age_range_31_50,employees_fulltime_age_range_51,employees_fulltime_age_range_none,employees_fulltime_age_range_extra,employees_parttime_age_range_0_17,employees_parttime_age_range_18_30,employees_parttime_age_range_31_50,employees_parttime_age_range_51,employees_parttime_age_range_none,employees_parttime_age_range_extra,employees_casual_age_range_0_17,employees_casual_age_range_18_30,employees_casual_age_range_31_50,employees_casual_age_range_51,employees_casual_age_range_none,employees_casual_age_range_extra,employees_count_gender_m,employees_count_gender_f,employees_count_refugee,bizops_motivation,bizops_motivation_other,bizops_fin_new_6,bizops_fin_loans_family,bizops_fin_loans_groups,bizops_fin_MFI_banks,bizops_fin_donation_grants,bizops_fin_investor,bizops_fin_other,bizops_fin_extra,bizops_fin_other_write,bizops_fin_amt_family,bizops_fin_amt_loans_groups,bizops_fin_amt_MFI_banks,bizops_fin_amt_NGO,bizops_fin_amt_investor,bizops_fin_not_apply,bizops_fin_not_apply_write,bizops_fin_bank_acc,bizops_fin_bank_acc_why,bizops_fin_bank_acc_why_write,customer_count_monthly,customer_main_individual,customer_main_household,customer_main_community,customer_main_smbiz,customer_main_lbiz,customer_main_govt,customer_main_NGOs,customer_main_other,customer_main_extra,customer_main_other_write,records_sales_monthly,salesrev_avgrevenue_last_year,salesrev_avgrevenue_monthly_baseline,salesrev_avgrevenue_fluctuate,salesrev_avgrevenue_season_fluctuate,salesrev_avgrevenue_most_jan,salesrev_avgrevenue_most_feb,salesrev_avgrevenue_most_mar,salesrev_avgrevenue_most_apr,salesrev_avgrevenue_most_may,salesrev_avgrevenue_most_jun,salesrev_avgrevenue_most_jul,salesrev_avgrevenue_most_aug,salesrev_avgrevenue_most_sept,salesrev_avgrevenue_most_oct,salesrev_avgrevenue_most_nov,salesrev_avgrevenue_most_dec,salesrev_avgrevenue_most_none,salesrev_avgrevenue_most_other,salesrev_avgrevenue_most_extra,salesrev_avgrevenue_least_none,salesrev_avgrevenue_least_jan,salesrev_avgrevenue_least_feb,salesrev_avgrevenue_least_mar,salesrev_avgrevenue_least_apr,salesrev_avgrevenue_least_may,salesrev_avgrevenue_least_jun,salesrev_avgrevenue_least_jul,salesrev_avgrevenue_least_aug,salesrev_avgrevenue_least_sept,salesrev_avgrevenue_least_oct,salesrev_avgrevenue_least_nov,salesrev_avgrevenue_least_dec,salesrev_avgrevenue_least_other,salesrev_avgrevenue_least_extra,bizops_suppliers_count,bizops_transporters_count,bizops_transporters_foot,bizops_transporters_bicycle,bizops_transporters_motorbike,bizops_transporters_car,bizops_transporters_trucks,bizops_transporters_other,bizops_transporters_extra,bizops_transporters_other_write,bizops_actors_supply_chain,bizops_actors_supply_chain_write,demo_biz_development,demo_biz_development_write,demo_biz_development_skills_acc,demo_biz_development_skills_hr,demo_biz_development_skills_marketing,demo_biz_development_skills_fin_mgmt,demo_biz_development_skills_dig_fin_skills,demo_biz_development_skills_new_it,demo_biz_development_skills_sales,demo_biz_development_skills_planning,demo_biz_development_skills_other,demo_biz_development_skills_extra,demo_biz_development_skills_write,sales,marketing,operation_management,bookkeeping,biz_plan,cashflow_mgmt,inventory_mgmt,biz_network_partnerships,learn_about_social_media,learn_about_news_papers,learn_about_past_clients,learn_about_aec_staff,learn_about_others,learn_about_extra,learn_about_other_specify,meals_day_count,meals_day_not_eating_count,meals_meat_count,expense_clothing,assets_acquired_6,assets_acquired_other,fuel_cooking,share_other,share_other_write,thanks,survey_complete,survey_complete_time,survey_start_time,username,received_on,Year,Department,asset_indicator,survey_name
22,KEN-027,2dbc2bce-bfd5-4fb4-b7a7-929f60ff79c9,Nachomo Onesmus,refugee-client,kakuma3,,test_group,Ice cream,Ice cream and cold drinks,somalian,,0,32,2,Attended Primary,1,11,Self-employment/my_business,,0,1,0,0,0,0,0,0,,10,Retail,,0,1,0,0,0,0,11/1/09,2/1/20,10,> 6 years,0,1,0,0,0,0,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,To_increase_income_independently,to increase income and make a large network of customers,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_have_never_thought_about_credit_as_an_option,,0,"I_don't_need_it,_I_use_mobile_money_for_saving_and_spending_cash",,720,1,0,0,0,0,0,0,0,0,0,0,600000,120000,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,,no,,0,0,0,0,0,0,1,0,0,0,0,4,4,5,5,4,4,3,4,0,0,0,1,0,0,0,2,0,3_more,1_month,chairs_table,,3,0,,0,1,9/25/19 9:55,9/25/19 9:38,aeck_15,9/25/19 12:17,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
23,KEN-029,4686829f-6cee-43c6-bac8-8326071bee73,Abdirahman Said,refugee-client,kakuma3,,test_group,Clothing shop,Clothes,somalian,,1,38,1,No Formal Education,1,9,UNHCR,,1,1,0,0,0,0,0,0,,10,Retail,,0,0,1,0,0,0,1/1/09,2/1/20,11,> 6 years,1,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,To_create_my_own_job_due_to_lack_of_employment,I want to remove poverty from my family,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_do_not_qualify_for_credit,,0,Too_expensive,,300,1,0,0,0,0,0,0,0,0,0,0,90000,26000,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,2,0,0,1,1,0,0,0,0,0,,no,,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,3,0,3_more,none,televison_tv,,3,0,,thanks,1,9/25/19 10:09,9/25/19 9:53,aeck_17,9/25/19 12:18,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
24,KEN-030,8bc645e1-db62-47a1-808c-b415394a29a3,Tadicha,refugee-client,kakuma3,,control_group,Electronic,phone reparing,somalian,,0,37,High_school_graduate_(A2),Finished High school graduate,1,7,Self-employment/my_business,,1,0,0,0,0,0,0,0,,ICT,ICT,electronic,0,1,0,0,0,0,9/20/03,2/1/20,16,> 6 years,0,2,8,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,To_create_my_own_job_due_to_lack_of_employment,,0,0,0,0,0,0,0,0,,0,0,0,0,0,_I_have_applied_but_I_was_rejected,,0,"I_don't_need_it,_I_use_mobile_money_for_saving_and_spending_cash",,10000,1,0,0,0,0,0,0,0,0,0,1,40000,3333,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,,,,0,0,0,0,0,1,0,0,0,0,0,4,3,4,3,2,2,1,1,0,0,0,1,0,0,0,,0,,,,,0,we need help from AEC,,thanks,1,9/17/19 8:07,9/17/19 7:41,aeck_21,9/17/19 11:28,2019,MBS Kenya,0,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
26,KEN-032,04dcf201-b4a9-4f06-889d-6d3fdeb96330,Jean Marie,refugee-client,kakuma3,,control_group,Retail shop,"he is selling,rice,beans,wheat ...etc",Sudanese,,0,44,Primary_school_diploma(p6),Finished Primary School,1,12,Self-employment/my_business,,0,1,0,0,0,0,0,0,,Retail/Fashion,Retail,,0,0,0,0,1,0,10/1/18,2/1/20,1,1 year,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,To_increase_income_independently,,0,0,0,0,0,0,0,0,,0,0,0,0,0,_I_have_applied_but_I_was_rejected,,"Not_right_now,_but_yes_in_the_past",,,47,0,0,1,0,0,0,0,0,0,0,1,50000,4167,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,0,0,,,,0,0,1,0,0,0,1,1,0,0,0,4,5,1,5,2,5,2,2,0,0,0,1,0,0,0,,0,,,,,0,He requesting for full support so that he can expend his business.,,thank you,1,9/17/19 8:24,9/17/19 8:03,aeck_20,9/17/19 11:32,2019,MBS Kenya,0,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
27,KEN-033,f8bad112-8395-49b0-8b50-a6656c71d65a,Nachomo,refugee-client,kakuma_1,,test_group,"Shop keeper, food items","Mais, sodas, sugar, milk, weatflour, etc",Sudanese,,0,38,4,Attended High School,0,16,Self-employment/my_business,,0,1,0,0,0,0,0,0,,10,Retail,,0,1,0,0,0,0,1/1/12,2/1/20,8,> 6 years,1,2,48,0,0,0,,,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,To_be_able_to_use_my_past_experience_and_training,none,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_have_never_thought_about_credit_as_an_option,,1,,,6000,0,0,1,0,0,0,0,0,0,0,1,500000,41667,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,5,0,0,1,1,0,0,0,0,0,,no,,0,0,0,1,0,0,1,0,0,0,0,3,3,3,3,3,2,2,2,0,0,0,1,0,0,0,2,0,2_week,none,chairs_table,,3,1,more training to be professionals in our businesses,welcome,1,9/26/19 14:36,9/26/19 14:18,aeck_17,9/26/19 15:20,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
37,KEN-043,120fc08c-0a8f-4904-ba1d-7afeffc68165,Nachomo,refugee-client,kakuma_2,,test_group,Maua shoo,Selling fish and vegetablea,Congolese,,1,72,1,No Formal Education,1,5,Self-employment/my_business,,0,1,0,0,0,0,0,0,,10,Retail,,0,0,1,0,0,0,10/16/13,2/1/20,6,4-6 years,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,To_increase_income_independently,To provide my grand childrens welfare,0,0,0,0,0,0,0,0,,0,0,0,0,0,_I_have_applied_but_I_was_rejected,,0,"I_don't_need_it,_I_use_mobile_money_for_saving_and_spending_cash",,1200,1,1,0,0,0,0,0,0,0,0,0,80000,6667,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,,participate_past_bdp,,0,0,0,0,0,0,1,0,0,0,0,3,2,1,1,1,1,1,2,0,0,0,0,1,0,0,3,0,1_week,1_6months,cooking_utencils,,3,1,i need a loan,0,1,10/16/19 8:36,10/16/19 8:21,aeck_17,10/16/19 12:01,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
39,KEN-046,5e292cd5-e1cc-4056-af60-2970c3ba8e50,Nachomo,refugee-client,kakuma_2,,test_group,Sirat shop,Food stuff,somalian,,0,37,1,No Formal Education,0,11,Self-employment/my_business,,0,1,0,0,0,0,0,0,,10,Retail,,0,1,0,0,0,0,1/1/11,2/1/20,9,> 6 years,1,0,0,0,0,2,12,to help during bamba chakula,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,To_increase_income_independently,to better my life,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_have_never_thought_about_credit_as_an_option,,1,,,600,1,1,0,0,0,0,0,0,0,0,1,3600000,300000,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,,participate_past_bdp,,1,0,0,0,0,0,0,0,0,0,0,4,3,2,3,1,2,3,3,0,0,0,1,0,0,0,3,0,2_week,1_month,radio,,4,0,,0,1,10/15/19 8:42,10/15/19 8:32,aeck_14,10/15/19 9:35,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
44,KEN-051,099a5ce9-6834-4ef4-9206-f3bb6766eb3a,Nachomo,refugee-client,kalobeyei,,control_group,Patrick shop,Food stuffs,Burundian,,0,29,4,Attended High School,1,4,Self-employment/my_business,,0,1,0,0,0,0,0,0,,10,Retail,,0,1,0,0,0,0,8/10/18,2/1/20,1,1 year,0,1,12,0,0,0,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,To_increase_income_independently,To support my family,1,0,0,0,0,0,0,0,,0,0,0,0,0,_I_have_applied_but_I_was_rejected,,0,"I_don't_need_it,_I_use_mobile_money_for_saving_and_spending_cash",,600,1,1,1,0,0,0,0,0,0,0,0,120000,10000,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,,participate_past_bdp,,1,0,1,0,0,0,1,1,0,0,0,3,2,3,2,2,2,3,4,0,0,0,1,0,0,0,2,0,2_week,1_6months,chairs_table,,4,0,,0,1,11/14/19 10:20,11/14/19 10:13,aeck_20,11/14/19 12:47,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
46,KEN-053,09260ce2-c013-4039-8671-aa8d542acceb,Saida,refugee-client,kakuma3,,control_group,grossary shop,food staff,somalian,,1,45,Primary_school_diploma(p6),Finished Primary School,0,2,Self-employment/my_business,,1,1,0,0,0,0,0,0,,Agribusiness_-_Food_Processing,Agribusiness,,0,0,1,0,0,0,9/17/09,2/1/20,10,> 6 years,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,To_increase_income_independently,,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_have_never_thought_about_credit_as_an_option,,0,No_bank_nearby,,60,0,0,1,0,0,0,0,0,0,0,1,6000000,500000,Yes_strongly_fluctuating,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,sulpliers,,,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,,0,,,,,0,I want get business skills and knowledge,,0,1,9/17/19 8:50,9/17/19 8:34,aeck_21,9/17/19 11:28,2019,MBS Kenya,0,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
49,KEN-056,87da947e-32f9-4537-8098-a12c6f1d07a6,Nachomo,kenyan_client,kakuma_town,,test_group,Mama Amush shop,food stuffs and soft drinks,kenyan,,1,47,2,Attended Primary,0,10,Self-employment/my_business,,0,1,0,0,0,0,0,0,,10,Retail,,0,1,0,0,0,0,2/15/18,2/1/20,1,1 year,0,3,12,0,0,0,,,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,To_increase_income_independently,To generate income,1,0,0,0,0,0,0,0,,0,0,0,0,0,_I_have_applied_but_I_was_rejected,,1,,,40,1,1,0,0,0,0,0,0,0,0,0,60000,5000,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,participate_past_bdp,,0,0,1,0,0,0,1,1,0,0,0,3,2,2,2,1,1,2,3,0,0,0,1,0,0,0,3,0,3_more,2_month,chairs_table,,4,0,,0,1,11/13/19 12:04,11/13/19 11:57,aeck_20,11/13/19 12:45,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
50,KEN-058,874f7ed2-4ddf-4f70-bf37-f820685c1bad,Nachomo,refugee-client,kalobeyei,,test_group,Mama Edith shop,Clothes making/ Tailoring,Burundian,,1,40,2,Attended Primary,1,5,Self-employment/my_business,,0,1,0,0,0,0,0,0,,11,"Fashion (salon,barber shop etc.)",,0,0,1,0,0,0,1/1/18,2/1/20,2,2 years,0,2,12,0,0,0,,,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,To_increase_income_independently,To pay school fees for children,1,0,0,0,0,0,0,0,,0,0,0,0,0,_I_have_applied_but_I_was_rejected,,0,I_want_to_keep_my_money_in_cash,,600,1,1,1,0,0,0,0,0,0,0,1,360000,30000,Yes_strongly_fluctuating,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,,participate_past_bdp,,0,0,1,0,0,0,1,0,0,0,0,3,1,1,2,3,3,2,3,0,0,0,1,0,0,0,2,0,1_month,1_6months,cooking_utencils,,4,0,,0,1,11/8/19 8:37,11/8/19 8:25,aeck_14,11/15/19 6:54,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
51,KEN-059,f84698cd-75d0-415e-93a7-4ac24f4340ff,Nachomo Onesmus Ome,refugee-client,kakuma3,,control_group,Food items,Cereals,somalian,,1,30,No_formal_education,No Formal Education,0,10,Self-employment/my_business,,0,1,0,0,0,0,0,0,,Retail/Fashion,Retail,,0,0,0,0,1,0,1/1/11,2/1/20,9,> 6 years,1,2,78,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,To_increase_income_independently,,0,0,0,0,0,0,0,0,,0,0,0,0,0,_I_have_applied_but_I_was_rejected,,0,I_don't_have_the_right_documents_to_open_a_bank_account,,40,1,0,0,0,0,0,0,0,0,0,1,60000,5000,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,1,0,0,0,0,1,0,0,0,0,0,1,3,5,1,1,2,2,4,0,0,0,1,0,0,0,,0,,,,,0,it is good for an entrepreneur to be supported and empowered to grow his/her business,,0,1,9/17/19 8:11,9/17/19 7:26,aeck_19,9/17/19 11:30,2019,MBS Kenya,0,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
54,KEN-062,3caf87fc-a761-4b9d-87a7-cf481afb2ff2,Abdirahman Said,refugee-client,kakuma3,,test_group,Cosmatic ans Mpesa,Shopping and Money transactions,somalian,,0,25,High_school_graduate_(A2),Finished High school graduate,0,0,Self-employment/my_business,,1,0,0,0,0,0,0,0,,Other_1,Other,Cosmatic and Mpesa,0,1,0,0,0,0,12/1/18,2/1/20,1,1 year,1,1,83,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,To_create_my_own_job_due_to_lack_of_employment,,0,0,0,0,0,0,0,0,,0,0,0,0,0,_I_have_applied_but_I_was_rejected,,0,Too_expensive,,300,1,0,0,0,0,0,0,0,0,0,1,144000,12000,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,,,,1,0,1,1,0,1,1,1,0,0,0,1,1,1,2,2,2,1,1,0,0,0,1,0,0,0,,0,,,,,0,Cooperation and working together. Please keep up the good work.,,0,1,9/17/19 9:00,9/17/19 8:36,aeck_15,9/17/19 11:27,2019,MBS Kenya,0,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
58,KEN-069,b2fb7dd1-f3a4-4abf-a8b9-a074b9413188,Nachomo,refugee-client,kakuma_1,,control_group,Furkasy,Kinyozi (Barber shop),Congolese,,0,34,Bachelor's_degree_(A0),Bachelor's degree,1,3,Self-employment/my_business,,0,1,0,0,0,0,0,0,,Other_1,Other,Haircut,0,1,0,0,0,0,9/1/17,2/1/20,2,2 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,To_increase_income_independently,,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_have_never_thought_about_credit_as_an_option,,1,,,300,1,0,0,0,0,0,0,0,0,0,0,168000,14000,Yes_strongly_fluctuating,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,0,1,0,0,0,1,0,0,0,0,2,2,2,2,1,2,1,4,0,0,0,1,0,0,0,,0,,,,,0,i need to be trained properly so that i can own my business,,0,1,9/18/19 7:54,9/18/19 7:41,aeck_20,9/18/19 13:50,2019,MBS Kenya,0,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
59,KEN-070,056c7129-7342-423f-8767-5230fbaea4fa,Nachomo,refugee-client,kakuma_1,,control_group,Deka,household utensils,somalian,,0,38,Primary_school_diploma(p6),Finished Primary School,0,8,Self-employment/my_business,,0,0,0,0,0,1,0,0,,Retail/Fashion,Retail,,0,1,0,0,0,0,9/11/12,2/1/20,7,> 6 years,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,To_increase_income_independently,,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_have_never_thought_about_credit_as_an_option,,0,I_want_to_keep_my_money_in_cash,,240,0,0,1,0,0,0,0,0,0,0,1,1800000,150000,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,3,1,2,3,1,2,1,1,0,0,0,1,0,0,0,,0,,,,,0,0,,0,1,9/18/19 7:41,9/18/19 7:26,aeck_20,9/18/19 13:50,2019,MBS Kenya,0,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
61,KEN-072,9428eee2-93ca-4708-981f-e79dbe3f1c78,ABDULLAHY KUKU ALI,kenyan_client,kakuma3,,control_group,ELIAS BUSINESS,clothes and shoes,kenyan,,0,28,High_school_graduate_(A2),Finished High school graduate,1,10,Self-employment/my_business,,0,1,0,0,0,0,0,0,,Retail/Fashion,Retail,,0,0,0,0,1,0,12/31/15,2/1/20,4,4-6 years,1,4,40,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,To_create_my_own_job_due_to_lack_of_employment,,1,0,1,0,0,0,0,0,,0,60000,0,0,0,,,1,,,200,1,0,0,0,0,0,0,0,0,0,1,300000,25000,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,0,1,0,0,1,1,0,0,0,0,0,4,2,3,4,2,3,2,2,0,0,0,1,0,0,0,,0,,,,,0,no is ok,,thank you for your time,1,9/18/19 12:40,9/18/19 12:22,aeck_15,9/18/19 13:49,2019,MBS Kenya,0,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
62,KEN-073,d908b9bb-8c1c-4f65-b930-e760931d96a1,Abdirahman Said,refugee-client,kakuma_2,,control_group,Basbaas shop,"Sugar, Flour, Rice",somalian,,0,50,No_formal_education,No Formal Education,1,10,Self-employment/my_business,,1,0,0,0,0,0,0,0,,Retail/Fashion,Retail,,0,0,1,0,0,0,1/1/16,2/1/20,4,4-6 years,1,1,84,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,To_create_my_own_job_due_to_lack_of_employment,,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_do_not_trust_financial_institutions,,0,Too_expensive,,300,1,0,0,0,0,0,0,0,0,0,1,180000,15000,Yes_strongly_fluctuating,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,,,,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,,0,,,,,0,no,,0,1,9/18/19 13:07,9/18/19 12:53,aeck_14,9/18/19 13:52,2019,MBS Kenya,0,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
63,KEN-074,45687f1f-b1a8-4f2e-ac71-f9fc1e7d31a4,Nachomo,refugee-client,kakuma_4,,control_group,Salama Garage,motor cycle spare parts,somalian,,0,25,High_school_graduate_(A2),Finished High school graduate,1,5,Self-employment/my_business,,0,0,0,0,1,0,0,0,,Professional_Services,Professional Services,,0,0,1,0,0,0,2/8/19,2/1/20,0,< 1year,0,1,12,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,To_increase_income_independently,,1,1,0,0,0,0,0,0,,0,0,0,0,0,,,0,I_don't_have_the_right_documents_to_open_a_bank_account,,480,1,0,0,0,0,0,0,0,0,0,0,0,20000,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,1,0,1,0,0,1,1,0,0,0,0,4,3,3,1,2,2,3,4,0,0,0,1,0,0,0,,0,,,,,0,0,,0,1,9/19/19 13:18,9/19/19 13:02,aeck_20,9/19/19 14:17,2019,MBS Kenya,0,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
64,KEN-075,888a1a20-1f59-40aa-af3d-142c18ad5d57,vivian,kenyan_client,kakuma_town,,control_group,Retail shop,groceries and food stuffs,kenyan,,1,32,No_formal_education,No Formal Education,1,8,Self-employment/my_business,,0,1,0,0,0,0,0,0,,Retail/Fashion,Retail,,0,0,1,0,0,0,1/1/11,2/1/20,9,> 6 years,0,1,16,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,To_increase_income_independently,,1,0,1,0,0,0,0,0,,0,100000,0,0,0,,,1,,,600,1,1,0,0,0,0,0,0,0,0,1,1080000,90000,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,saving group,,,0,0,0,0,0,0,1,0,0,0,0,3,3,3,3,2,3,3,2,0,0,0,1,0,0,0,,0,,,,,0,none,,0,1,9/19/19 8:03,9/19/19 7:55,aeck_14,9/19/19 14:13,2019,MBS Kenya,0,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
